Valor (UF),Dormitorios,Banos,sup. construida,sup. Terreno,estacion metro
14,3,2,120,,"225,005"
14,3,2,96,,"597,184"
14.01,1,1,38,,672
14.04,1,1,40,,889
24.58,3,2,100,,"20,861"
14.04,3,2,120,,"381,270"
14.04,2,2,64,,404
14.04,2,2,65,,"1,688"
14.05,3,2,60,,"385,699"
14.05,2,2,62.6,,"419,859"
14.05,2,2,50,,"422,962"
14.05,2,2,60,,"93,882"
14.05,2,1,70,,"92,831"
14.05,1,1,40,,781
14.05,2,2,48,,"88,500"
14.05,2,2,65,,"94,126"
14.05,3,3,106.1,,"74,651"
14.05,3,3,100,,"63,906"
14.05,3,2,71,,"87,810"
14.05,2,2,65,,"1,696"
14.05,1,1,40,,"1,504"
14.05,3,1,55,,"1,656"
14.05,1,1,45,,"88,539"
14.05,2,1,50,,"419,540"
14.05,1,1,38,,542
14.05,3,2,70,,"2,286"
14.05,2,2,48,,"88,533"
14.05,3,2,76,,"387,522"
14.05,2,2,55,,"1,031"
14.05,3,2,75,,"76,830"
14.05,3,2,78,,249
14.05,4,2,120,,"897,235"
14.05,2,1,70,,"392,330"
14.05,2,2,55,,282
14.05,1,1,43,,202
14.05,2,2,65,,"91,008"
14.05,3,2,70,,"421,441"
14.05,3,2,72,,"899,441"
14.05,2,1,60,,"89,306"
14.05,2,1,48,,"2,417"
14.05,1,1,50,,"2,487"
14.05,2,2,85,,"87,501"
14.05,1,1,45,,793
14.05,3,2,90,,"1,028"
14.05,2,1,48,,200
14.05,1,1,50,,371
14.05,2,2,56,,288
14.05,1,1,40,,208
14.05,1,1,42,,855
14.05,2,2,60,,41
14.05,2,2,54,,"92,805"
14.05,2,2,75,,"88,298"
14.05,1,1,45,,271
14.05,2,2,50,,"2,286"
14.05,2,2,58,,621
14.05,2,2,61.4,,616
14.05,1,1,39,,386
14.05,2,2,45,,217
14.05,3,2,77,,"1,647"
14.05,1,1,32,,550
14.05,2,1,45,,751
14.05,2,1,57,,"425,126"
14.05,3,2,66,,"390,217"
14.05,3,2,80,,"3,332"
14.05,3,2,80,,"2,392"
14.05,1,1,30,,"1,379"
14.05,2,2,44.8,,179
14.05,2,2,75.9,,742
14.05,2,1,60,,"1,459,467"
14.05,3,2,78,,"86,101"
14.05,3,2,68,,"89,598"
14.05,2,1,49,,453
14.05,3,2,75,,"74,743"
14.05,3,2,75,,"74,743"
14.05,3,2,60,,"3,733"
14.05,2,2,70,,"1,305"
14.05,2,2,60,,396
14.05,1,1,36,,"3,834"
14.05,1,1,40,,"89,343"
14.05,3,2,63,,"1,318"
14.05,2,2,55,,303
14.05,2,2,67,,"1,904"
14.05,3,1,90,,"389,887"
14.05,1,1,36,,560
14.05,1,1,37,,95
14.05,3,3,94,,"19,359"
14.05,2,2,44,,179
14.05,3,2,80,,"2,148"
14.05,3,2,64,,"1,318"
14.05,3,1,57,,"1,791"
14.05,3,1,50,,"1,088,071"
14.05,2,2,60,,"89,114"
16,3,2,108,,"90,831"
14.05,3,2,67,,"385,566"
14.05,1,1,38,,588
14.1,3,2,70,,"1,458,727"
14.1,2,2,72,,"386,239"
14.12,3,1,132,,"416,777"
14.12,2,2,56.2,,401
14.15,1,1,42,,"1,080,968"
14.15,3,2,60,,420
14.17,2,2,54,,904
14.17,3,2,90,,181
14.19,3,1,50,,"1,074,508"
14.19,3,2,92,,385
14.19,3,2,70,,667
14.19,3,2,72,,"91,271"
14.2,2,2,80,,"1,859"
14.21,1,1,37,,"1,084,691"
14.24,2,2,45,,"1,436"
14.24,2,2,70,,"90,442"
14.24,1,1,42,,84
14.24,3,2,77,,107
14.24,1,1,65,,556
14.26,3,2,92,,"418,558"
14.28,3,1,50,,"1,084,939"
14.33,2,2,68,,"416,198"
14.41,1,1,40,,"1,078,451"
14.41,3,2,82,,"418,605"
14.43,3,2,70,,107
14.44,2,2,60,,"89,988"
14.44,3,1,120,,"6,280"
14.44,2,2,52,,"1,379"
14.44,3,2,75.5,,"422,277"
14.44,1,1,44,,"2,516"
14.44,2,2,75,,"1,925"
14.44,2,2,50,,219
14.44,3,1,75,,"87,212"
14.44,3,2,65,,152
14.44,2,2,68,,"1,442"
14.44,2,2,50,,"1,277"
14.44,1,1,50,,"2,286"
14.44,2,2,65,,86
14.44,3,2,65.1,,"21,218"
14.44,2,2,52,,"88,638"
14.44,3,2,83.7,,158
14.44,2,2,75,,"599,771"
14.44,3,2,90,,"87,599"
14.44,2,2,57,,"1,614"
14.44,1,1,50,,"6,072"
14.44,3,2,90,,"386,894"
14.44,1,1,52,,269
14.44,3,2,72,,"1,616"
14.44,2,2,51,,253
14.44,3,2,67,,"1,189"
14.44,1,1,50,,"1,843"
14.44,2,2,43,,"1,511"
14.44,2,2,50,,819
14.44,1,1,45,,301
14.44,1,1,35,,391
14.44,3,2,70,,"385,699"
14.44,1,1,40,,100
14.44,3,2,75,,"87,240"
14.44,4,3,130,,"63,395"
14.44,1,2,58,,"2,248"
14.44,3,3,81,,"20,195"
14.44,3,2,78,,"22,124"
14.44,3,2,70,,374
14.44,2,2,69,,314
14.44,3,1,60,,"1,089,359"
14.44,1,1,32,,315
14.44,4,3,130,,"63,445"
14.44,2,2,70,,297
14.44,2,1,65,,948
14.44,2,1,57,,"2,048"
14.44,4,3,100,,677
14.44,3,3,85,,"3,435"
14.44,4,2,85,,"89,085"
14.44,1,1,43,,"4,945"
14.44,3,2,76,,"2,007"
14.44,3,2,75,,"385,617"
14.44,2,2,86,,422
14.44,4,3,130,,"63,401"
14.44,3,2,75,,"3,040"
14.44,2,2,70,,"89,625"
14.44,3,2,65,,"597,875"
14.44,1,1,40,,386
14.44,3,3,86,,"12,151"
14.44,3,2,70,,291
14.44,2,2,60,,"1,410"
14.44,2,2,55,,735
14.44,4,2,130,,"63,336"
14.44,1,1,50,,299
14.44,3,2,60,,230
14.44,2,2,67,,114
14.44,1,1,66,,"1,708"
14.44,1,1,35,,113
14.44,2,1,60,,"2,242"
14.44,3,2,55,,890
14.44,4,3,130,,"63,494"
14.48,3,1,86,,"2,011"
44.87,4,4,188,,"384,194"
14.49,2,2,78,,"1,075,603"
14.49,4,2,120,,"7,545"
14.49,3,2,70,,675
14.5,1,1,47,,597
14.51,3,2,68.5,,"420,063"
14.51,3,2,98,,"425,706"
14.53,2,2,54,,155
14.53,3,1,60,,"1,089,819"
14.54,2,2,48,,342
14.54,3,2,73,,"2,864"
14.56,3,1,65,,"1,091,602"
14.56,2,1,42,,634
14.58,3,2,89,,"73,560"
14.58,2,2,52,,81
14.6,3,2,130,,"895,911"
14.63,1,1,39,,274
14.63,1,1,40,,342
14.63,3,3,78,,"21,316"
14.63,3,3,78,,"17,984"
14.63,3,2,110,,"64,594"
14.63,2,1,90,,"88,864"
14.65,3,2,68,,"4,233"
14.74,3,3,95,,"20,550"
14.82,3,2,90,,"385,056"
14.82,3,2,75,,"89,427"
14.82,2,2,57,,744
14.82,3,2,72,,820
14.82,3,2,60,,872
14.82,3,1,55,,"1,453,888"
14.83,2,2,72,,"87,473"
14.83,2,2,60,,"1,453,664"
14.83,3,1,60,,"1,089,474"
14.83,1,1,38,,281
14.83,2,2,80,,"397,372"
14.83,2,2,45.1,,"88,520"
14.83,1,1,45,,"89,486"
14.83,3,3,130,,"598,177"
14.83,3,2,65,,77
14.83,1,1,50,,"1,075,665"
14.83,2,2,75,,"382,630"
14.83,3,2,74,,"2,039"
14.83,1,1,50,,390
14.83,2,1,45,,"88,422"
14.83,3,2,65,,"387,745"
14.83,2,2,65,,"88,198"
14.83,3,2,95,,"90,275"
14.83,2,2,42,,"90,086"
14.83,2,2,54,,217
14.83,2,2,55,,458
14.83,2,2,65,,"90,468"
14.83,2,2,74,,789
14.83,1,1,40,,"1,043"
14.83,2,2,50,,"88,539"
14.83,1,1,36,,"1,176"
14.83,3,2,78,,"12,323"
14.83,2,2,60,,"94,126"
14.83,2,2,60,,"422,962"
14.83,3,2,87,,"420,066"
14.83,3,1,75,,"1,078,441"
14.83,2,2,60,,"1,277"
14.83,3,2,75,,"1,637"
14.83,3,1,51,,"1,088,436"
14.83,3,2,79,,"89,937"
14.83,3,2,62,,"387,619"
14.83,3,2,65,,899
14.83,3,2,65,,"387,211"
14.83,3,3,80,,"381,817"
14.83,3,2,90,,"387,689"
14.83,1,1,40,,77
14.83,3,3,78,,"1,300"
14.83,2,2,70,,"1,353"
14.83,2,2,60,,"90,653"
14.83,4,2,90,,"88,209"
14.83,3,3,75,,"19,360"
14.83,1,1,40,,889
14.83,3,2,60,,"2,099"
14.83,3,2,60,,"1,746"
14.83,2,2,60,,"1,992"
14.83,3,2,65,,"64,065"
14.83,1,1,40,,773
14.83,2,2,70,,"88,524"
14.83,2,2,68,,"89,016"
14.83,2,2,60,,"1,992"
14.83,2,2,71,,"427,522"
14.83,2,2,60,,767
14.83,3,2,70,,813
14.83,12,2,45.1,,"88,521"
14.83,2,2,54,,318
14.83,2,1,46,,83
14.83,5,2,130,,"1,627"
14.83,3,2,88,,314
14.83,3,2,110,,"1,847"
14.83,3,2,85,,"387,723"
14.83,2,1,46,,93
14.83,3,2,66,,614
14.83,1,1,36,,400
14.83,3,2,78,,"91,178"
14.83,3,3,95,,"8,079"
14.83,2,1,45,,"2,549"
14.83,2,2,68,,"1,891"
14.83,1,1,38,,540
14.83,3,2,80,,"1,378"
14.83,3,2,68,,744
14.83,2,2,58,,"882,640"
14.83,2,3,72,,"1,299"
14.83,3,2,65,,"76,618"
14.83,1,1,45,,"1,087,947"
14.83,3,2,60,,"88,298"
14.83,3,2,98,,881
14.83,2,2,62,,"88,016"
14.83,1,1,50,,254
14.83,2,2,45,,179
14.83,1,1,37,,"1,544"
14.83,3,2,79,,"89,953"
14.83,2,2,50,,"89,554"
14.83,2,2,54,,"2,590"
14.83,2,2,65,,"1,321"
14.83,3,3,85,,"3,993"
14.83,3,2,79,,"89,849"
14.83,1,1,46,,877
14.83,2,2,60,,"1,280"
14.83,3,2,70,,"387,254"
14.83,1,1,47,,"2,487"
14.83,2,2,60,,"89,349"
14.83,2,2,50,,80
14.83,3,2,95,,"22,069"
14.83,3,2,65,,"2,245"
14.83,3,2,70,,"1,925"
14.83,3,2,63,,"1,609"
14.83,1,1,24,,377
14.83,3,2,90,,"385,276"
14.83,3,2,60,,872
14.83,2,1,60,,"2,228"
14.83,3,2,90,,"385,056"
14.83,3,2,70,,"1,031"
14.83,2,2,47,,"2,417"
14.83,2,2,68,,"2,098"
14.83,3,2,47,,872
14.83,2,2,65,,389
14.83,3,2,109,,"387,662"
14.83,1,1,37.4,,100
14.83,2,2,62,,"1,887"
14.83,3,2,75,,"89,874"
14.83,2,2,60,,"88,975"
14.83,2,1,60,,"88,975"
34.73,4,3,300,,"1,087,351"
14.83,3,2,85,,307
14.83,2,2,60,,767
14.83,3,1,45,,"1,074,548"
14.83,3,1,70,,"1,088,337"
14.83,1,1,45,,"1,076,342"
14.83,1,1,32,,201
14.83,1,1,32,,201
14.83,3,2,60,,"1,935"
14.83,3,2,90,,"63,906"
14.83,3,1,49,,"1,332"
14.83,3,2,70,,"1,925"
14.83,1,1,40,,841
14.83,2,1,35,,214
14.83,3,2,93,,291
14.83,3,2,74,,"2,370"
14.83,2,2,56,,179
14.83,3,2,91,,"600,166"
14.83,2,2,56,,601
14.83,2,2,57,,161
14.83,2,1,57,,336
14.83,3,2,90,,"891,931"
14.83,2,2,60,,"1,391"
14.83,2,1,49,,"1,088,622"
14.83,3,2,90,,881
14.83,3,2,64,,200
14.84,2,2,90,,"1,112"
14.86,2,2,80,,"427,550"
14.87,3,2,80,,390
14.89,3,2,70,,134
14.9,1,1,38,,176
14.9,1,1,45,,163
14.9,4,2,120,,"2,704"
14.9,3,2,87,,"420,066"
14.9,4,3,97,,"6,394"
14.9,2,1,58,,"1,091,528"
14.9,2,1,49,,"1,091,605"
14.9,2,2,55,,93
14.92,3,2,78,,859
14.92,2,2,59,,"882,640"
14.92,3,2,81,,"90,918"
14.92,2,1,44,,382
14.92,3,2,100,,"70,678"
14.94,4,2,120,,"3,374"
14.95,3,2,70,,162
14.95,3,2,65.2,,200
14.97,3,1,95,,"2,248"
14.97,3,2,74,,359
15,3,3,85,,"5,079"
15,2,1,54,,"1,474"
15,1,1,41,,585
15.02,2,2,55,,"2,417"
15.02,3,1,54,,"1,623"
15.02,3,2,74,,"89,670"
15.02,2,2,82,,"1,859"
15.02,3,2,80,,"1,908"
15.02,3,2,88,,411
15.02,2,2,77,,"1,511"
15.02,1,1,70,,360
15.02,2,2,65.4,,"385,315"
15.02,3,2,97,,"421,306"
15.03,1,1,40,,887
15.05,3,3,90,,"21,054"
15.05,3,2,85,,"896,812"
15.06,3,2,90,,"90,719"
15.07,3,2,90,,"385,372"
15.07,3,2,81,,"90,867"
15.07,3,2,98,,"388,552"
8.97,3,1,50,,"6,589"
13.27,3,2,80,,91
15.07,4,3,98,,"388,174"
15.07,3,3,96,,"22,137"
15.2,2,2,80,,"2,935"
15.21,3,2,80,,"82,908"
8.19,1,1,32,,"2,026"
15.22,3,2,72,,"87,424"
15.22,3,2,65,,504
15.22,1,1,36.9,,385
15.22,2,1,60,,271
15.22,3,2,62,,"85,167"
15.22,4,2,80,,390
15.22,3,2,90,,299
15.22,3,2,77,,"11,156"
15.22,1,1,62,,"1,082"
15.22,1,1,38,,106
15.22,1,1,45,,889
15.22,1,1,39,,"1,306"
15.22,2,2,47,,417
15.22,3,1,80,,"665,551"
15.22,1,2,75,,"1,088"
15.22,2,2,63,,143
15.22,2,2,54,,167
15.22,2,2,50,,"89,203"
15.22,2,2,71,,"2,154"
15.22,1,1,36,,"3,834"
15.22,2,1,65,,684
15.22,2,2,50,,"1,636"
15.22,3,3,80,,"5,376"
15.22,2,2,60,,591
15.22,2,2,65,,"421,228"
15.22,3,2,86,,203
15.22,3,2,72,,"2,043"
15.22,1,1,40,,271
15.22,3,2,80,,"82,908"
15.22,3,3,70,,"1,553"
15.22,2,1,50,,"1,081,160"
15.22,3,2,85,,"387,774"
15.22,2,1,65,,948
15.22,1,1,35,,509
15.22,1,1,70,,"89,759"
15.22,1,1,40,,374
15.22,3,2,68,,"4,326"
15.22,3,3,82,,"4,334"
15.22,3,2,69.8,,"89,675"
15.22,3,3,100,,"63,354"
15.22,1,1,45,,"1,262"
15.22,12,12,60,,"2,098"
15.22,1,1,40,,"1,161"
15.22,3,3,90,,"22,215"
15.22,3,2,80,,"82,908"
15.22,2,1,60,,"92,707"
15.22,1,1,45,,604
15.22,3,2,92,,"3,951"
15.22,3,3,90,,"91,112"
15.22,2,2,72,,"2,048"
15.22,2,2,74,,314
15.22,3,1,60,,"1,091,546"
15.22,3,3,82,,"3,021"
15.22,4,2,96,,"421,874"
15.22,3,2,89,,"89,228"
15.22,1,1,43,,"4,945"
15.25,1,1,48,,680
15.26,2,2,47.1,,417
15.3,2,2,60,,"1,661"
15.3,2,2,67,,"89,261"
15.33,3,2,70,,"2,976"
15.34,1,1,40,,"1,080,968"
15.35,3,1,59,,"1,087,159"
15.35,2,2,57,,453
15.35,3,2,78,,"420,235"
15.39,3,2,101,,"12,450"
15.4,2,2,80,,"85,238"
15.4,2,2,53.5,,"1,277"
15.41,2,2,60,,"1,270"
15.41,3,2,95,,"19,245"
15.41,3,2,72,,"1,378"
15.41,2,2,73,,"89,301"
15.41,2,1,46,,"2,614"
15.41,3,2,84,,"1,936"
15.41,2,1,54,,932
15.41,2,2,50,,870
15.41,2,2,62.1,,"2,447"
15.41,3,2,90,,907
15.41,3,1,92,,911
15.41,2,2,50,,"2,416"
15.43,2,2,60,,142
15.44,1,1,45,,"1,080,968"
15.44,3,2,78,,"2,160"
15.44,3,3,90,,"387,840"
15.47,2,2,70,,"597,367"
15.47,3,2,72,,559
15.47,3,1,60,,"1,089,514"
15.5,3,2,87,,"86,101"
15.51,3,2,72,,827
15.53,1,1,34,,498
15.57,3,2,79,,95
15.57,1,1,45,,175
15.57,1,1,40,,219
15.57,3,3,92,,386
15.6,3,2,80,,"90,808"
15.6,3,2,100,,"384,860"
15.6,4,3,115,,"87,140"
15.6,2,2,60.2,,332
15.6,3,2,117,,"2,408"
15.6,2,2,70,,"2,286"
15.6,1,1,32,,315
15.61,2,1,125,,"1,596"
14.05,3,2,80,,"65,613"
15.61,2,2,58,,803
23.41,4,4,168,,"386,530"
15.61,1,1,46,,"1,582"
12.49,2,1,46,,71
11.71,2,2,56,,97
17.56,3,2,85,,"82,481"
15.61,3,2,75,,"91,966"
15.61,3,2,70,,486
15.61,1,1,40,,318
15.61,3,2,87.9,,"91,300"
15.61,3,2,62,,"387,793"
15.61,1,1,45,,287
15.61,2,2,70,,680
15.61,3,3,96,,"82,644"
15.61,2,2,66,,258
15.61,2,2,60,,"92,102"
15.61,2,2,80,,"1,452,891"
15.61,3,1,65,,"1,087,810"
15.61,3,3,85,,"1,417"
15.61,3,3,100,,"2,894"
15.61,2,2,62,,"2,564"
15.61,3,2,100,,"84,220"
15.61,3,2,89,,"93,214"
15.61,3,1,80,,"89,554"
15.61,2,2,72,,"1,088,098"
15.61,2,2,55,,"882,662"
15.61,2,2,75,,"1,452,828"
15.61,1,1,38,,"4,948"
15.61,1,1,35,,"1,079,091"
15.61,1,1,44,,514
15.61,3,2,80,,478
15.61,3,3,95,,"11,373"
15.61,1,1,50,,375
15.61,3,2,75,,"387,254"
15.61,3,2,110,,"384,119"
15.61,4,2,81,,670
15.61,3,2,120,,"89,998"
15.61,3,2,100,,"63,336"
15.61,3,2,70,,"87,883"
15.61,2,2,58,,673
15.61,3,2,80,,"425,149"
15.61,1,1,46,,859
15.61,2,2,67,,"91,433"
15.61,2,2,85,,"1,348"
15.61,2,2,60,,"90,030"
15.61,2,1,52,,"11,176"
15.61,3,2,66,,733
15.61,2,2,57,,"1,084,712"
15.61,3,1,110,,"5,057"
15.61,5,4,140,,"397,418"
15.61,2,2,48,,"2,417"
15.61,3,2,75,,"387,155"
15.61,2,2,60,,"91,850"
15.61,3,2,80,,"18,658"
15.61,1,1,32,,315
15.61,1,1,50,,770
15.61,3,2,80,,"668,976"
15.61,3,2,82,,"92,729"
15.61,2,2,57,,"1,441"
15.61,2,2,58,,"2,553"
15.61,3,2,70,,"7,105"
15.61,3,3,78,,"5,822"
15.61,3,2,71,,318
15.61,1,1,45,,271
15.61,1,1,50,,"1,129"
15.61,1,1,40,,106
15.61,3,2,100,,387
15.61,3,2,69,,899
15.61,3,3,91,,"7,025"
15.61,2,2,55,,"1,441"
15.61,2,2,65,,"1,977"
15.61,2,2,89,,"2,410"
15.61,3,2,70,,"88,091"
15.61,1,1,38,,615
15.61,2,1,50,,891
15.61,3,3,85,,"79,208"
15.61,3,3,90,,"22,042"
15.61,2,2,62,,228
15.61,3,2,79,,314
15.61,3,2,95,,669
15.61,1,1,37.5,,"1,396"
15.61,2,2,81,,"1,967"
15.61,3,3,90,,"8,954"
15.61,2,2,60,,"2,098"
15.61,2,2,75,,"1,443"
15.61,3,2,78,,"92,132"
15.61,1,1,50,,139
15.61,3,2,98,,"79,324"
15.61,3,3,90,,"11,150"
15.61,3,2,78,,195
15.61,3,2,90,,"7,368"
15.61,3,2,75,,764
15.61,3,2,75,,"92,762"
15.61,3,3,75,,"76,560"
15.61,3,1,70,,"90,258"
15.61,3,2,67,,"881,501"
15.61,1,1,46,,"1,582"
15.61,3,2,84,,"6,992"
15.61,2,2,85,,401
15.61,2,2,63,,"422,029"
15.61,2,2,60,,"94,388"
15.61,1,1,40,,392
15.61,3,2,76,,"667,690"
15.61,3,2,80,,"89,299"
15.61,2,2,66,,"2,581"
15.61,2,2,65,,"1,948"
15.61,3,2,120,,"390,453"
15.61,3,2,120,,"89,561"
15.61,3,2,152,,"88,863"
15.61,1,1,43,,"2,109"
15.61,1,1,50,,249
15.61,1,1,42,,319
15.61,3,2,63,,"1,458,727"
15.61,3,3,80,,"76,230"
15.61,1,1,40,,286
15.61,3,2,78,,"2,085"
15.61,2,2,66,,"2,286"
15.61,4,3,120,,"63,731"
15.61,3,1,54,,"1,087,983"
15.61,3,2,65,,152
15.61,3,4,140,,"425,856"
15.61,2,2,67,,"1,540"
15.61,3,3,120,,"225,667"
15.61,1,1,40,,237
15.61,3,2,90,,"89,816"
15.61,3,2,85,,"387,017"
15.61,2,2,67,,"1,088,014"
15.61,2,2,40,,"1,416"
15.61,3,2,74,,904
15.61,3,3,73,,"4,596"
15.61,1,1,62,,"1,080,935"
15.61,2,2,40,,"1,442"
15.61,3,3,94,,"418,011"
15.61,3,3,98,,"6,672"
15.61,3,1,60,,"1,091,496"
15.61,3,3,86,,"20,354"
15.61,3,1,75,,663
15.61,3,2,140,,"89,019"
9.75,3,2,,,"425,119"
15.61,3,2,110,,"84,594"
15.61,2,2,62,,998
15.61,1,1,40,,107
15.61,3,2,90,,"385,927"
15.61,2,2,72,,322
15.61,2,2,65,,"1,781"
15.61,2,2,75,,"2,592"
15.61,3,2,72,,"89,263"
15.61,1,1,48,,"1,643"
15.61,3,3,120,,"85,459"
15.61,3,3,149,,"224,547"
15.61,3,2,150,,"422,223"
15.61,3,2,95,,"62,046"
15.61,1,1,34,,"1,522"
15.61,1,1,50,,"5,123"
15.61,3,1,80,,369
15.61,1,1,50,,889
15.61,1,1,40,,"1,551"
15.61,3,2,120,,"62,088"
15.61,1,1,50,,"1,072,257"
15.61,4,3,110,,"416,512"
15.61,3,3,96,,"1,365"
15.61,1,1,44,,315
15.61,2,1,40,,"1,085,240"
15.61,3,1,55,,"1,087,983"
15.61,2,2,83,,"2,098"
15.61,2,2,50,,"1,456,096"
15.61,2,1,50,,574
15.61,3,1,111,,"1,089,359"
15.61,2,2,65,,559
15.61,3,3,91,,"1,724"
15.61,3,2,100,,"2,766"
15.61,2,1,50,,440
15.61,2,2,61,,"89,111"
15.61,4,2,94,,"2,370"
15.61,2,2,70,,"1,912"
15.61,2,2,49,,"1,078,710"
15.61,3,2,93,,"88,917"
15.61,2,2,80,,"90,423"
15.61,2,2,56,,"2,592"
15.61,3,2,120,,"78,731"
15.61,2,2,62.4,,"1,155"
15.61,2,2,51,,"2,417"
15.61,3,2,76,,"22,075"
15.61,3,2,92,,"384,964"
15.61,3,2,103,,307
15.61,4,4,137,,"223,383"
15.61,2,2,68,,597
15.61,2,2,59.8,,"1,034"
15.61,1,1,48,,127
15.61,3,1,110,,"3,412"
15.61,3,2,80,,"92,972"
15.61,2,2,65,,317
15.61,3,2,90,,"422,494"
15.61,2,2,65,,"1,400"
15.61,1,1,55,,"1,746"
15.62,3,3,101,,"11,871"
15.62,2,2,65,,"5,816"
15.64,3,2,100,,"89,559"
15.67,2,2,57,,"882,654"
15.67,3,2,90,,573
15.67,4,2,92,,"76,253"
15.69,2,2,43,,"1,085,742"
15.69,3,3,92,,"418,608"
15.69,3,3,84,,"4,193"
15.69,3,2,72.6,,904
15.71,3,2,82,,"6,394"
15.72,4,3,120,,"6,061"
15.72,4,3,90,,"1,528"
15.72,3,1,95,,512
15.72,3,3,130,,"85,287"
15.72,3,2,74,,"385,369"
15.72,3,3,98,,"1,174"
15.72,3,2,87,,183
15.74,3,3,115,,"63,690"
15.74,3,1,120,,"2,597"
15.74,3,2,73,,"4,659"
15.74,1,1,70,,670
15.74,2,2,72,,185
15.76,2,2,71,,398
15.76,3,2,67,,"1,089,029"
15.76,2,1,50,,"1,073,537"
15.8,4,2,110,,"11,711"
15.8,2,2,48,,626
15.8,4,2,107,,616
15.8,2,2,65,,"2,417"
15.81,2,2,52.7,,"1,084,795"
15.81,3,3,90,,"2,968"
15.81,3,2,75,,646
15.84,3,3,100,,"9,416"
15.84,2,2,43,,"1,085,742"
15.84,3,1,70,,"1,452,030"
15.84,4,3,92,,"8,129"
15.84,3,3,90,,"2,968"
15.86,3,2,79,,"662,545"
15.86,3,1,65,,"1,091,598"
15.86,3,3,105,,"20,195"
15.86,2,1,52,,"666,206"
15.99,1,1,40,,"2,174"
16,3,2,85,,"421,126"
16,3,2,80,,"1,318"
16,3,2,85,,"90,583"
16,1,1,40,,610
16,3,2,80,,"1,925"
16,2,2,70,,"4,291"
19.51,2,2,93,,"61,491"
16,4,3,100,,"88,762"
16,3,2,80,,237
16,3,2,80,,"1,925"
16,3,2,100,,"90,571"
16,3,2,90,,"90,026"
16,2,2,60,,"1,980"
16,3,2,76,,"1,666"
16,2,2,68,,"89,279"
16,2,2,48,,268
16,1,1,68,,441
16,3,2,76,,"22,075"
16,2,2,55,,"92,806"
16,3,2,80,,"3,332"
16,3,2,100,,"2,359"
16,3,2,64,,561
16,3,2,110,,"64,533"
16,2,2,50,,445
16,3,2,80,,"90,290"
16,3,2,101,,"22,415"
16.05,3,2,80,,"82,908"
16.06,3,2,80,,"82,908"
16.08,3,2,97,,"3,184"
16.1,2,2,70,,"4,777"
16.11,2,2,70,,"4,814"
16.16,3,1,64,,"1,088,306"
16.18,3,2,91,,"426,442"
16.19,3,2,85,,"89,753"
16.19,2,2,67,,"1,688"
16.19,2,2,80,,"2,544"
16.2,3,2,74,,"90,338"
16.21,1,1,56,,"1,456,250"
16.39,3,2,68,,"382,888"
16.39,3,2,75,,"4,291"
16.39,1,2,100,,"16,064"
16.39,3,2,83,,"92,157"
16.39,2,1,46,,"1,080,974"
16.39,3,2,96,,"92,305"
16.39,3,3,80,,840
16.39,4,3,110,,"87,140"
16.39,4,3,140,,"64,360"
16.39,3,2,75,,"419,579"
16.39,3,1,90,,511
16.39,3,1,60.8,,"1,087,837"
16.39,3,2,110,,"90,105"
13.66,3,2,75,,"91,237"
16.39,2,2,66,,383
16.39,3,2,110,,"7,433"
16.39,3,1,95,,"4,886"
16.39,2,2,55,,"89,115"
16.39,4,3,110,,"86,895"
16.39,4,2,102,,"91,497"
16.39,3,2,69,,"8,005"
16.39,2,2,56,,"1,080,974"
16.39,2,2,46,,"1,404"
16.39,2,2,55,,"1,085,742"
16.39,3,2,83.3,,"422,102"
16.39,4,3,110,,"82,580"
16.39,5,2,113.7,,"1,713"
16.39,3,2,75,,"4,700"
16.39,3,2,70,,513
16.39,2,2,61,,34
16.39,3,2,98,,"6,495"
16.39,3,2,85,,"90,039"
16.39,3,3,78,,"12,053"
16.39,3,2,78,,"1,955"
16.39,3,2,70,,956
16.39,3,3,110,,"897,235"
16.39,3,2,72,,904
16.39,3,3,90,,"1,691"
16.39,3,2,105,,"90,154"
16.39,3,2,60,,"2,148"
16.39,2,2,70,,"3,754"
9.75,3,1,48,,"7,039"
15.61,3,2,76,,"425,142"
16.39,3,2,85,,"89,418"
16.39,1,1,111,,"1,077,715"
16.39,3,3,70,,433
16.39,3,2,140,,"8,142"
16.39,2,2,70,,"1,842"
16.39,3,2,88,,"92,972"
16.44,3,2,76,,489
16.44,3,2,80,,654
16.45,3,3,140,,"89,947"
16.47,4,3,120,,"2,752"
16.47,2,2,69,,145
16.49,3,1,65,,"9,415"
16.49,3,2,80,,"1,079,813"
16.49,3,2,90,,"417,510"
16.51,2,2,83,,285
16.51,3,2,69,,"421,662"
16.51,4,3,130,,"92,509"
16.58,3,3,78,,"20,550"
16.58,3,2,75,,"92,812"
16.58,3,2,98,,429
16.63,3,3,92,,"19,228"
16.78,3,2,140,,"90,148"
16.78,3,2,65,,"387,745"
16.78,3,2,88,,"1,886"
16.78,4,3,115,,"6,062"
16.78,2,1,45,,"88,438"
16.78,2,2,60,,"92,337"
16.78,3,3,92,,"19,210"
16.78,2,2,65,,"90,645"
16.78,3,2,73,,362
16.78,2,2,65,,"91,052"
16.78,3,2,105,,"91,928"
16.78,3,2,65,,"89,554"
16.78,2,2,80,,"4,436"
16.78,3,1,69,,"1,076,699"
16.78,3,2,65,,"1,318"
16.78,3,2,73,,350
16.78,3,2,103,,"89,261"
16.78,2,2,65,,"89,523"
